Split,CaseId,Joint,RMSE_Nm,MAE_Nm,MaxAbsError_Nm,NRMSE_TrainStd,R2,ReferenceAbsPeak_Nm,PredictedAbsPeak_Nm,AbsPeakError_Nm,AbsPeakError_percent
test,32,3,0.00183370782675336,0.00139165241365197,0.00427641437545345,0.0249601566476583,0.999422320044883,0.630025803486902,0.629349207646726,0.00067659584017532,0.10739176656427
test,33,1,0.00533294429566084,0.00402165010606327,0.0127871921439674,0.00782181097895707,0.999949528139579,1.19693728426634,1.19434448151119,0.00259280275514673,0.21661976690249
test,33,2,0.00495847316054778,0.00384484085029057,0.0111178312765378,0.0126732261619835,0.999753269418441,0.998665423388851,1.00786140735724,0.00919598396838772,0.920827311431516
test,33,3,0.00188292188571058,0.00172242945260453,0.00325086720740553,0.0256300510566352,0.999215198757647,0.589680753973494,0.590830517656579,0.00114976368308439,0.194980703598828
test,34,1,0.00397748081538176,0.00334465532187811,0.00833196386769486,0.00583375737407529,0.999923676294543,0.667318313163677,0.67008266797279,0.00276435480911319,0.414248306180556
test,34,2,0.00579215194994811,0.00476443280862057,0.0104124924076809,0.0148040030165569,0.999775566794707,1.13488341490015,1.12666398374937,0.00821943115078194,0.724253349980015
test,34,3,0.00145747627528896,0.0012281072874268,0.00270327520132174,0.0198389490466798,0.999696038446939,0.623297015250054,0.622154042222158,0.00114297302789568,0.183375341118414
test,35,1,0.00287141735057061,0.00236449639423301,0.0053298984041098,0.00421149791047609,0.999975747772804,0.828469592230626,0.828729776693391,0.000260184462764323,0.0314054330061512
test,35,2,0.00280154867189754,0.00231256926103932,0.00533507238680542,0.00716040175537416,0.999950605228751,1.09549509889849,1.09605477314591,0.000559674247427866,0.051088703910279
test,35,3,0.000892781176842061,0.00075966748432836,0.00197696459692076,0.0121524038349736,0.999865004324771,0.61253291115607,0.612014883105819,0.000518028050250807,0.0845714639680507
test,36,1,0.00538892771772474,0.0048286192082791,0.0079083281478618,0.00790392167073671,0.999866437256894,0.804952480749054,0.797847532606554,0.00710494814249996,0.882654356924075
test,36,2,0.00500733598314251,0.00276849802421643,0.0147345123575813,0.0127981133160742,0.999907754402302,1.18871177356628,1.18090878223023,0.00780299133605444,0.656424165182153
test,36,3,0.00179106533499722,0.00151573619476423,0.00350892702863836,0.0243797134284328,0.999490907369397,0.58486581289155,0.585355838989209,0.000490026097658913,0.0837843633287858
test,37,1,0.00398833218691872,0.00257433505672346,0.0114079534110627,0.00584967304322892,0.999931398224028,0.678283216052638,0.680460776386773,0.00217756033413463,0.321039984861669
test,37,2,0.0106806933755282,0.00828543656476002,0.0222488294700519,0.0272984925665936,0.999452635914447,0.977177705124004,0.955349687542875,0.021828017581129,2.23378178469176
test,37,3,0.00232826684638117,0.00175542941970519,0.00562643411245445,0.0316920200455903,0.999029017960847,0.631490672118023,0.633063739378217,0.00157306726019391,0.249103799889526
test,38,1,0.00399234641798341,0.00340324180896404,0.00667644623839164,0.00585556070206673,0.99992485252425,0.84686007626598,0.848783590009405,0.00192351374342459,0.227134776727915
test,38,2,0.00383180630166593,0.00312137331377445,0.00743214964452939,0.00979360910054036,0.99959142031356,0.448729514150741,0.444905864751179,0.00382364939956242,0.852105617968768
test,38,3,0.00321169401212615,0.00282354518531335,0.00590190982560723,0.0437170984807043,0.995323113738556,0.663497811815054,0.668397160590985,0.0048993487759309,0.738412198003837
test,39,1,0.00428544427584554,0.00394322874864531,0.00588977263249368,0.00628544631786064,0.99995487891661,0.911605843881483,0.907763897007286,0.00384194687419714,0.421448249809227
test,39,2,0.00230272077813821,0.00196647291650956,0.00410554357827131,0.00588546116200419,0.999851972643239,0.639431436050757,0.636431764835875,0.00299967121488132,0.46911538059621
test,39,3,0.000999829663003502,0.000751068755232064,0.00227061605671436,0.0136095318160517,0.999595665802101,0.622511438600711,0.622424717498895,8.67211018158454e-05,0.0139308447103845
test,40,1,0.00266187566385583,0.00212463734661222,0.00679082982457402,0.00390416384230883,0.999988690967417,1.18396527039625,1.19075610022082,0.00679082982457402,0.57356664037124
test,40,2,0.0025267585716651,0.00200577263234689,0.00718435497617809,0.00645807324122019,0.999922493438198,0.807342068559359,0.809023542844121,0.00168147428476184,0.208272843723145
test,40,3,0.00119480670102636,0.000890935841359597,0.00393156882425671,0.0162635300925184,0.999438516677554,0.630114818536442,0.630210696888519,9.58783520768058e-05,0.0152160129005537
test,41,1,0.00529285321225052,0.00438646107748145,0.00921936616638708,0.00776300952538999,0.999951472281342,1.22716085920781,1.22768977374624,0.000528914538430847,0.0431006688701176
test,41,2,0.00245693228912546,0.00201169902947257,0.00450920949076261,0.00627960615225491,0.999766892236058,0.809533759116248,0.812218414573589,0.00268465545734131,0.331629833482435
test,41,3,0.00180643279238948,0.00162849012917116,0.00323522065512921,0.0245888929597576,0.998646956475544,0.579589748118699,0.581071452815093,0.0014817046963943,0.255647154078173
